StoreId,StoreName,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location
w9pd,,Kape Sina Una - UPang Riverside Bldg,Coffee,0.0,0,dagupan pangasinan,
v6ec,,Milk Craze - Dagupan,Milk Tea,5.0,1039,dagupan pangasinan,
aegg,,MPC Pigar Pigar - Galvan Street,Filipino,5.0,1295,dagupan pangasinan,
t9yo,,Lenox Hotel - Cafe Feliz,Dim Sum ,5.0,337,dagupan pangasinan,
y3nl,,The Players' Kitchen - Tapuac,Healthy,5.0,972,dagupan pangasinan,
szsr,,Inihouse - Tapuac,BBQ,4.9,37,dagupan pangasinan,
yhng,,Sajang Chicken Dagupan - Tapuac,Korean,4.9,220,dagupan pangasinan,
y0xg,,Supersticks - Nepo Mall,Filipino,4.7,97,dagupan pangasinan,
vdoc,,Domino's Pizza - Dagupan,Pizza,4.9,674,dagupan pangasinan,
x5tx,,Yellow Cab - Dagupan,Pizza,4.7,220,dagupan pangasinan,
d2bd,,Razon's by Glenn - Perez,Filipino,5.0,546,dagupan pangasinan,
g4eh,,Pizza Hut - Nepo Mall Dagupan,Pizza,4.9,709,dagupan pangasinan,
ifzk,,Enteng Cheese'desal - Zamora,Bread,5.0,35,dagupan pangasinan,
kvnu,,Biriyani Hut Restaurant - TAPUAC,Filipino,2.3,14,dagupan pangasinan,
i1lv,,Sangkalan Restaurant - Dagupan,Filipino,5.0,349,dagupan pangasinan,
fi1y,,Bed Box Café - Rizal Street,Lechon,4.9,98,dagupan pangasinan,
wyyj,,Elliana Cafe - Arellano Street,Coffee,0.0,0,dagupan pangasinan,
za7l,,Chill Café - Rivera Street,Coffee,0.0,0,dagupan pangasinan,
simj,,Black café,Coffee,4.7,53,dagupan pangasinan,
prxs,,La Vernice Cafe By Agatha - Poblacion Oeste,Coffee,0.0,0,dagupan pangasinan,
kkpr,,Botejyu - SM Center Dagupan,Ramen,4.9,66,dagupan pangasinan,
i1lj,,Cafe Zero - Dagupan Diversion Road,Desserts,0.0,0,dagupan pangasinan,
wloi,,Los Pedritos Bakeshop & Restaurant - Tapuac,Ulam,5.0,94,dagupan pangasinan,
x2zm,,Macao Imperial Tea  - SM City Dagupan,Milk Tea,5.0,1482,dagupan pangasinan,
r46c,,Lemon Hub - SM Dagupan,Milk Tea,5.0,177,dagupan pangasinan,
vp7o,,J & A Silog - Zamora,Milk Tea,4.4,21,dagupan pangasinan,
y9lj,,Bili Chow Food Hub - Tapuac,Filipino,5.0,1467,dagupan pangasinan,
olvw,,Auntie Anne's - SM Center Dagupan,Bread,5.0,15,dagupan pangasinan,
mgt2,,Army Navy - Rivergrove Lifestyle Center,Burgers,5.0,438,dagupan pangasinan,
lvd3,,Li'l Mymy Cupcakes and Pastries - Tapuac,Cakes,0.0,0,dagupan pangasinan,
dkv0,,GIGSCafé - Tapuac,Milk Tea,4.9,210,dagupan pangasinan,
v4sm,,Jollibee - SM Center Dagupan,Fast Food,5.0,1957,dagupan pangasinan,
h7av,,Chowking - Nepomall Dagupan,Fast Food,5.0,2044,dagupan pangasinan,
az9z,,Simeona's Seafood Restaurant - Bonuan Gueset,Seafood,4.4,41,dagupan pangasinan,
zvr7,,Shakey's Pizza - Dagupan,Pizza,5.0,516,dagupan pangasinan,
ie8e,,Gong cha - SM Dagupan,Beverages,5.0,369,dagupan pangasinan,
eja3,,Rice Rocket - Dagupan,Asian,4.8,16,dagupan pangasinan,
h9qr,,Mang Inasal - Metroplaza Dagupan,Chicken,4.9,2608,dagupan pangasinan,
n6iu,,Cups n' Joy - Bonuan Gueset,Milk Tea,5.0,907,dagupan pangasinan,
ko9i,,Turks - Metroplaza,Shawarma,5.0,265,dagupan pangasinan,
ts6h,,Sajj Shawarma - Dagupan,Biryani,4.8,1176,dagupan pangasinan,
rhr9,,Our Third Cafe - Perez Boulevard,Coffee,0.0,0,dagupan pangasinan,
bm7o,,RMD Shawarma House - Amado,Indian,4.8,143,dagupan pangasinan,
nva6,,Wendy's - Lucao Dagupan,Burgers,5.0,1657,dagupan pangasinan,
qbxa,,Zentea - Amado Tapuac,Milk Tea,5.0,131,dagupan pangasinan,
hmxr,,KyuKyu Ramen 99 - SM Center Dagupan,Ramen,5.0,135,dagupan pangasinan,
ahsh,,Forkfully - Tapuac,Burgers,4.0,11,dagupan pangasinan,
h6sf,,Chatime - SM Dagupan,Milk Tea,5.0,757,dagupan pangasinan,
u4pu,,McDonald's - Dagupan,Fast Food,4.9,8124,dagupan pangasinan,
qm48,,Tim Hortons - River Grove Lifestyle Center,Coffee,5.0,967,dagupan pangasinan,
wkwe,,What's your flan? - Pangasinan,Pizza,5.0,51,dagupan pangasinan,
ps9w,,Cuppa Joy Coffee + Tea - Arellano Street,Coffee,0.0,0,dagupan pangasinan,
puwu,,Potato Corner - Assada Center,Fries,4.7,198,dagupan pangasinan,
xkta,,JA-KI FOOD HUB,Filipino,0.0,0,dagupan pangasinan,
jezm,,J & A Foodhub Milktea - Zamora,Milk Tea,4.9,237,dagupan pangasinan,
o3xf,,Zark's Burgers - SM Dagupan,American,5.0,990,dagupan pangasinan,
n8lr,,Moonleaf Tea Shop - Dagupan,Milk Tea,5.0,690,dagupan pangasinan,
b1av,,Red Ribbon - Perez Dagupan,Cakes,5.0,1410,dagupan pangasinan,
b5iv,,Masarap Grill - Magiclub,Filipino,5.0,329,dagupan pangasinan,
z4id,,Araya Shawarma Milktea - Zamora Dagupan,Shawarma,4.9,1005,dagupan pangasinan,
mnac,,Cindys Bakery and Restaurant - Nepo Mall Dagupan Pangasinan,Cakes,5.0,457,dagupan pangasinan,
jrzs,,Foody Cafe - Aonan Building,Chicken Wings,4.7,17,dagupan pangasinan,
qkgt,,Potato Giant - Dagupan Junction,Filipino,0.0,0,dagupan pangasinan,
efzr,,Wingyard - SM Center Dagupan,Chicken Wings,4.8,12,dagupan pangasinan,
fs88,,Citea Milktea - Burgos Street,Milk Tea,4.9,206,dagupan pangasinan,
a9uo,,Caffe Angelito Coffee and Juice Bar - Tapuac,Pizza,4.9,190,dagupan pangasinan,
qlmb,,Kuya J Restaurant - SM Dagupan,Filipino,4.8,163,dagupan pangasinan,
fugn,,2Bros Tacos - Dagupan,Wraps,0.0,0,dagupan pangasinan,
clvs,,TOMORO COFFEE - Dagupan Junction,Coffee,5.0,64,dagupan pangasinan,
lj6p,,I Love Milktea - Tapuac,Milk Tea,4.9,768,dagupan pangasinan,
a0vm,,MicroBurger - Arellano Street,Burgers,3.4,236,dagupan pangasinan,
c6lx,,Happy Kopi - Rivera Street Dagupan,Milk Tea,0.0,0,dagupan pangasinan,
v21y,,JV's Foodstation - Callejon Street,Fried Chicken,4.9,790,dagupan pangasinan,
wy2q,,Why Chicken - Pangasinan,Chicken,4.9,116,dagupan pangasinan,
sdwr,,"But First, Coffee - AB Fernandez Ave",Filipino,5.0,150,dagupan pangasinan,
d9vo,,Plato Wraps - SM City Dagupan,Sandwiches,5.0,66,dagupan pangasinan,
w94g,,Mister Donut - AB Fernandez,Donut,5.0,205,dagupan pangasinan,
q0nb,,Greenwich - Nepo Mall Dagupan,Pizza,5.0,3404,dagupan pangasinan,
fgjp,,Bo's Coffee - Dagupan Arellano,Coffee,5.0,649,dagupan pangasinan,
knzq,,Burrito Loco - Dagupan,Filipino,4.8,36,dagupan pangasinan,
ljws,,My Girl Milk Tea and Coffee - Dagupan City,Milk Tea,5.0,89,dagupan pangasinan,
l3bt,,Munchies DGP,American,5.0,23,dagupan pangasinan,
k6tb,,Potato Giant - Tapuac,Fries,5.0,40,dagupan pangasinan,
rq24,,Milk Fridge - AB Fernandez Avenue,Milk Tea,5.0,799,dagupan pangasinan,
ohqy,,Chef Distrito - Tapuac,Filipino,5.0,60,dagupan pangasinan,
atkr,,Angel's Pizza Pasta Combo - Assada Centre,Pizza,5.0,835,dagupan pangasinan,
ncd7,,Starbucks - Metroplaza Dagupan,Coffee,5.0,1369,dagupan pangasinan,
w9en,,JCV Pigar Pigar - Galvan Street,Filipino,5.0,792,dagupan pangasinan,
crs4,,New York Diner - Arellano Street,Chicken Wings,0.0,0,dagupan pangasinan,
cj2y,,Dongpo Chinese Cuisine - Eastgate Plaza,Ulam,4.9,47,dagupan pangasinan,
qrka,,Mylk Tea - Perez Boulevard,Desserts,4.9,645,dagupan pangasinan,
e4lc,,Yummy BBQ Grill - CSI Lucao,Filipino,5.0,136,dagupan pangasinan,
cnhd,,Don Macchiatos - Dagupan,Milk Tea,4.9,26,dagupan pangasinan,
atc4,,Itsumo Ramen Bar - Lucao District,Japanese,5.0,162,dagupan pangasinan,
o4fd,,Mesa - SM Center Dagupan,Filipino,5.0,124,dagupan pangasinan,
f2c5,,Leylam - Robinsons Place Calasiao Pangasinan,Rice Dishes,5.0,296,dagupan pangasinan,
jiei,,Kalutsok - Bolosan,Fried Chicken,5.0,21,dagupan pangasinan,
bxgn,,J.CO Donuts & Coffee - SM Center Dagupan,Donut,5.0,887,dagupan pangasinan,
z1ku,,Classic Savory - SM Dagupan,Chicken,5.0,549,dagupan pangasinan,
n658,,Bonchon Chicken - SM Dagupan,Fried Chicken,4.7,57,dagupan pangasinan,
dfev,,Lu Asian Cuisine - Lucao,Ulam,4.5,25,dagupan pangasinan,
qu05,,Pasteleria de Ciudad - Tambac,Cakes,4.9,15,dagupan pangasinan,
txms,,2022 Cups And Bowls Cafe - Perez Boulevard,Japanese,4.8,141,dagupan pangasinan,
d5lf,,Finn’s Tapsihan,Filipino,5.0,32,dagupan pangasinan,
apqm,,Angel's Pizza - Lucao,Pizza,5.0,310,dagupan pangasinan,
mwkv,,Baliwag Lechon Manok at Liempo - Mayombo,Chicken,4.9,482,dagupan pangasinan,
v1kj,,KFC - SM Center Dagupan,Fast Food,4.9,4331,dagupan pangasinan,
wrz8,,Bonnie's Pastries Shop,Pancakes & Waffles,5.0,22,dagupan pangasinan,
zeeb,,Goldilocks - Lucao Mall,Cakes,5.0,118,dagupan pangasinan,
mgi2,,Hariza Mediterranean Cuisine - Lucao,Wraps,4.9,52,dagupan pangasinan,
fm7l,,Chings Wok Express Food Court - CSI City Mall Lucao,Filipino,4.8,19,dagupan pangasinan,
e9ag,,Janchi Korean Restaurant - Ambonao,Korean,5.0,281,dagupan pangasinan,
cfph,,Minute Burger - Mayombo,Burgers,5.0,239,dagupan pangasinan,
yga3,,Mango Delight - BHF Mayombo Dagupan,Fruit Shake,4.9,40,dagupan pangasinan,
t37d,,Café de Barns - Bolosan,Coffee,5.0,30,dagupan pangasinan,
t17i,,The KRT Milktea - Mangaldan Pangasinan,Milk Tea,0.0,0,dagupan pangasinan,
alk1,,Taste of Punjab Indian Restaurant - Dagupan Pangasinan,Indian,4.5,10,dagupan pangasinan,
rrl4,,Tom N Toms Coffee - Dagupan,Coffee,5.0,58,dagupan pangasinan,
j74v,,Highlands Coffee -  CityMall Mayombo,Coffee,5.0,536,dagupan pangasinan,
l8in,,Fruitas - Robinsons Place Pangasinan,Fruit Shake,4.9,150,dagupan pangasinan,
v282,,Max's Restaurant - SM Urdaneta Central,Chicken,4.9,174,dagupan pangasinan,
dfi4,,Pan De Manila - Dagupan Lucao 2,Bread,5.0,88,dagupan pangasinan,
o2qi,,Gloria Maris Chinese Seafood Restaurant - CSI Mall,Chinese,5.0,294,dagupan pangasinan,
yicf,,Dagupan Pansiteria by 4Rs - Herrero Road,Filipino,5.0,470,dagupan pangasinan,
w7ol,,Olivia's Pizzeria - AB Fernandez,Pizza,4.9,181,dagupan pangasinan,
rn63,,KHALUTS - LECHON MANOK & SISIG,Filipino,5.0,74,dagupan pangasinan,
z880,,Koomi - SM Center Dagupan,Beverages,5.0,158,dagupan pangasinan,
g1aw,,Point and Grill - SM Dagupan,Filipino,4.9,597,dagupan pangasinan,
n8oh,,Tom Yumyum Kaleskesan At Papaitan - Old De Venecia Road,Filipino,4.9,1517,dagupan pangasinan,
m4fc,,Bae's Eatery - Dagupan,Ulam,5.0,120,dagupan pangasinan,
epye,,Pares Retiro - CSI Mall,Pares,4.9,73,dagupan pangasinan,
c6hf,,Gino's Sisig Lechon Belly De Cebu - Perez Boulevard,Filipino,4.9,537,dagupan pangasinan,
o4xj,,Hagemu Sushi And Ramen Bar - Banaoang,Japanese,5.0,123,dagupan pangasinan,
h7nx,,BreadTalk - SM Center Dagupan,Sandwiches,5.0,178,dagupan pangasinan,
n21h,,AGGIES CAFE - CSI Lucao,Filipino,5.0,31,dagupan pangasinan,
j2bs,,Tokyo Tokyo - SM Dagupan,Japanese,4.9,1593,dagupan pangasinan,
pcqx,,Nando’s Cocina Dia - Tambac,Filipino,5.0,87,dagupan pangasinan,
vlyj,,The Coffee Bean & Tea Leaf - Robinsons Pangasinan ,Coffee,4.8,311,dagupan pangasinan,
v3dn,,Chachago - CSI Mall,Milk Tea,5.0,588,dagupan pangasinan,
bsfq,,Max's Corner Bakery - SM City Urdaneta,Cakes,5.0,14,dagupan pangasinan,
l9nc,,Kuya Max Grill and Restaurant - Lucao,Filipino,5.0,93,dagupan pangasinan,
zmoh,,Highland Brew Cafe - SM Center Dagupan,Coffee,4.9,35,dagupan pangasinan,
jawi,,Master Siomai Dagupan,Siomai,0.0,0,dagupan pangasinan,
i47y,,Paksabaw Eatery - Caranglaan,Ulam,4.6,104,dagupan pangasinan,
tgmb,,Chooks to Go - Mayombo Dagupan,Chicken,5.0,27,dagupan pangasinan,
hki9,,Bevy Cakes Bread and Pastries - Mintal,Milk Tea,4.9,23,davao city davao del sur,
ryg1,,The Reign Tea - Toril,Milk Tea,4.7,56,davao city davao del sur,
t5zj,,Green Bread - Deca Talomo,Cakes,0.0,0,davao city davao del sur,
fizb,,Ramen-Ju On The Go,Japanese,0.0,0,davao city davao del sur,
zjht,,Jojie Pizza - Deca Homes Esperanza,Pizza,5.0,11,davao city davao del sur,
iwf1,,Tea Heaven - Mintal,Milk Tea,5.0,498,davao city davao del sur,
zln0,,Lida's Restaurant - Mintal,Sisig,5.0,81,davao city davao del sur,
ipfc,,Halo-Halo Snack Bar - Deca Homes Indangan,Halo-Halo,5.0,15,davao city davao del sur,
u4dg,,Sunnypoint Halal Restaurant and Cafe - Maa,Filipino,4.9,468,davao city davao del sur,
yl5c,,Kapekol - Mintal branch,Coffee,0.0,0,davao city davao del sur,
rkzj,,Cafe De Gram - Javelin Street,Coffee,5.0,174,davao city davao del sur,
hx95,,HOUR CAFE - BMDK Bldg,Beverages,0.0,0,davao city davao del sur,
wm4q,,AGV Seafood & Grill- Mintal,Seafood,0.0,0,davao city davao del sur,
zyut,,OctoBb’s Takoyaki - Catalunan Pequeno,Takoyaki,4.9,158,davao city davao del sur,
sntx,,Flavor Fusion,Filipino,0.0,0,davao city davao del sur,
nyym,,Iah’s Snack Corner & Special Halo-Halo - Bago Gallera,Halo-Halo,5.0,48,davao city davao del sur,
ulrv,,Outlook Coffee,Coffee,5.0,154,davao city davao del sur,
g7br,,Nam Manok - Mintal,Fried Chicken,0.0,0,davao city davao del sur,
iyfw,,BeanThere.,Desserts,0.0,0,davao city davao del sur,
bg7p,,PizzaRito - Catalunan Pequeño,Pizza,4.9,13,davao city davao del sur,
vs47,,Chickpoint Lechon Manok & Liempo House - Kapundok,Lechon,0.0,0,davao city davao del sur,
z3ry,,Selecta Ice Cream - NCCC Tigato,Ice Cream,5.0,188,davao city davao del sur,
w2iz,,Kusina ni Manay - Talomo,Ulam,5.0,990,davao city davao del sur,
t4h7,,362 Food and Services,Filipino,4.8,14,davao city davao del sur,
ny6s,,Sofia' Pizza House - Catalunan Pequeño,Pizza,0.0,0,davao city davao del sur,
ecsd,,BBUR Bento Meals Davao,Ulam,4.8,20,davao city davao del sur,
wjcd,,Tiger Bubble Tea - Indangan,Milk Tea,4.7,46,davao city davao del sur,
lftq,,Zestea Brew - Catalunan Grande,Milk Tea,5.0,28,davao city davao del sur,
tyzh,,AMS Halohalo & Sisigan - Tamayo Building,Halo-Halo,5.0,121,davao city davao del sur,
np8k,,Gay's Lechon House - Davao,Lechon,5.0,12,davao city davao del sur,
xaoe,,Donna Ice Cream-Mintal,Pizza,5.0,425,davao city davao del sur,
j3vd,,Samgyupsal and Chicken Korean Restaurant - Catalunan Grande,Korean,4.9,285,davao city davao del sur,
fukv,,Buko Pie Station - Mintal,Bread,5.0,86,davao city davao del sur,
sos2,,Syano Lugawan - Catalunan Pequeno,Porridge,5.0,845,davao city davao del sur,
tec8,,Prados Steakhouse - Kanto Paradise Street,Ulam,4.9,42,davao city davao del sur,
w9jo,,Garrido's Food Counter - Deca Homes Talomo,Pancit,4.9,32,davao city davao del sur,
n01r,,Xtreet Food - Baliok,Fried Chicken,0.0,0,davao city davao del sur,
c6yb,,Sherwin's Il Cucina - Deca Homes,Pizza,4.9,122,davao city davao del sur,
h4o0,,Jaokiks 1 Chinese Food Counter - Santan Street,Pancit,4.9,145,davao city davao del sur,
nucj,,Habibi's - Rosalina Village,Biryani,5.0,19,davao city davao del sur,
gaxs,,Booba Booze Cafe - Mintal,Beverages,4.9,243,davao city davao del sur,
v13k,,Leyten̈os Bahalina Tuba,Alcoholic Drinks,0.0,0,davao city davao del sur,
c41j,,Red Box Cakes and Pastries - Mintal,Cakes,5.0,24,davao city davao del sur,
es7l,,MIL ROSE FOOD HUB - Tongson Village,Fish,0.0,0,davao city davao del sur,
yvta,,Balamban Liempo - Tacunan,Lechon,5.0,59,davao city davao del sur,
c0cn,,Hangry Tuna- Catalunan,Fish,5.0,138,davao city davao del sur,
gi5z,,Waffle Time - Vista Mall Mintal,Pancakes & Waffles,5.0,123,davao city davao del sur,
jzpj,,TIPSY BOWL - San Francisco St.,Filipino,0.0,0,davao city davao del sur,
d2lt,,Mystic Kitchen - Catalunan Grande,Asian,4.7,166,davao city davao del sur,
efpf,,Sabrina's Kitchen - Tigatto,Ulam,0.0,0,davao city davao del sur,
oxo4,,Alibaba Shawarma - Dacoville,Shawarma,5.0,292,davao city davao del sur,
yf2i,,Dhodz Pizza - Deca Homes,Pizza,4.9,97,davao city davao del sur,
jl6k,,Zyrian's Pizza - Deca Indangan,Pizza,4.9,174,davao city davao del sur,
epfd,,Ruizhong Chicken House - Amakan Forestall Road,Filipino,5.0,512,davao city davao del sur,
pkdf,,Tabz and Babz Korean's Chicken House - Maharlika Village,Korean,5.0,27,davao city davao del sur,
u0aa,,Rhony Panga - Catalunan Grande,Filipino,5.0,244,davao city davao del sur,
b4ze,,Lynz Kitchen - Indangan,Cakes,0.0,0,davao city davao del sur,
jncc,,Izakaya Ryoma - Carmelo Homes,Japanese,4.9,103,davao city davao del sur,
u9zw,,Petit Coin Café,Filipino,0.0,0,davao city davao del sur,
mexs,,King's Homemade Kakanin - Pequeno,Filipino,4.6,43,davao city davao del sur,
namm,,A&A Snack House - Azucena Street,Beverages,4.9,83,davao city davao del sur,
xvqq,,BEARS CAFE - PUROK SAN ANDRES,Filipino,5.0,52,davao city davao del sur,
za0h,,Leiana’s Pizza Delivery - Maa,Pizza,5.0,182,davao city davao del sur,
tdra,,Kowenion Pizza House  - Mintal,Pizza,5.0,246,davao city davao del sur,
ee5z,,YUKISS CAFE AND FOOD HOUSE- DAVAO CITY,Chicken,0.0,0,davao city davao del sur,
g8qe,,Eatsider Diner - Catalunan Grande,Asian,4.8,129,davao city davao del sur,
y8da,,Kapitan Sisig - Toril,Sisig,4.9,65,davao city davao del sur,
se4c,,Keopi 38 by Gre Cafe - Cabantian Branch,Coffee,5.0,46,davao city davao del sur,
zvbr,,Thirst and Toasts - Deca Homes Talomo Bago Gallera Davao City,Ulam,4.9,113,davao city davao del sur,
yt8k,,Mangyu Luzy Coffee House - Talomo,Coffee,0.0,0,davao city davao del sur,
x6sc,,Fiona's Cuisine - Green Meadows Subdivision,Pasta,4.8,73,davao city davao del sur,
adau,,Cafe Libro,Silog,0.0,0,davao city davao del sur,
umxh,,Ellen's Bulaloan - Hidalgo,Bulalo,5.0,145,davao city davao del sur,
azuo,,A-Egg-Yo Korean Inspired Food Kiosk - Deca Homes,Ramen,5.0,43,davao city davao del sur,
x7a8,,Jade’s Baked Goodies,Cakes,0.0,0,davao city davao del sur,
obgk,,E&A Dimsum Kitchen - Puan,Dumpling,5.0,850,davao city davao del sur,
u3s2,,Sugbajeros Grill House - Prosperity Street,American,5.0,267,davao city davao del sur,
m1ma,,Tastea N Dines - Southvilla Heights,Milk Tea,5.0,350,davao city davao del sur,
p9e4,,Teacart Milktea and Coffee Shop - Canto Mahayahay,Filipino,4.4,23,davao city davao del sur,
w15u,,Mabini BBQ Haus - Deca Tacunan,BBQ,0.0,0,davao city davao del sur,
a2bg,,The Mouthstash - Catalunan Pequeño,American,5.0,419,davao city davao del sur,
loit,,Chief&Chef Food Services - Catalunan Pequeno,Filipino,5.0,22,davao city davao del sur,
zchd,,INTO D' WOODS CAFE,Coffee,5.0,59,davao city davao del sur,
k0j4,,Olahla Davao Snack House - Mintal,Halo-Halo,5.0,22,davao city davao del sur,
kqj1,,Jonet Snack Bar,Ulam,4.7,46,davao city davao del sur,
kqgs,,Alab Firewood Lechon Manok- Maa,Lechon,0.0,0,davao city davao del sur,
ah1v,,Happy Days Cafe - Diversion Road,Snacks,0.0,0,davao city davao del sur,
i0mw,,Urban Pizza - Mintal,Pizza,5.0,300,davao city davao del sur,
d7zq,,Buddy's Treat Food Hub - GIMS Building,Fast Food,4.9,93,davao city davao del sur,
l1wl,,Anin's Bar & Grill - Indangan,Ulam,0.0,0,davao city davao del sur,
khno,,"CityMall Mix & Match Jollibee, Mang Inasal, Chowking & Greenwich - North Town Davao",Fried Chicken,4.9,2379,davao city davao del sur,
wi2d,,King Suman Homemade Native Delicacies - Catalunan Pequeno,Filipino,4.9,37,davao city davao del sur,
kdem,,Namit Lechon Manok,Chicken,0.0,0,davao city davao del sur,
gfei,,Whawha Barbeque House - Cabantian,BBQ,5.0,12,davao city davao del sur,
ehz2,,Woking Food Hub - Pin Wheel Street,Rice Bowl,4.7,12,davao city davao del sur,
bzn1,,Dirty Sanchez - Catalunan Pequeño,Wraps,5.0,35,davao city davao del sur,
dudi,,Tiger Bubble Tea - Mintal,Milk Tea,4.8,45,davao city davao del sur,
c1aj,,Clintoy - Skyline Catalunan,Fried Chicken,4.9,216,davao city davao del sur,
co39,,Boss’Toppings - Mintal,Rice Bowl,0.0,0,davao city davao del sur,
vc1n,,Scarlette's Burger Station - Mintal,Burgers,4.9,47,davao city davao del sur,
jbr8,,K Town Food House - Central Park,Korean,4.0,75,davao city davao del sur,
uxl0,,Local Unnie - Central Park,Snacks,0.0,0,davao city davao del sur,
r8mg,,Jad's Grill - Cabantian,Filipino,4.8,1182,davao city davao del sur,
n23v,,Paramount Coffee- Crocodile Park,Coffee,0.0,0,davao city davao del sur,
lwsv,,Baby Back Ribs Davao - Buhangin,Filipino,4.9,62,davao city davao del sur,
z1q2,,Tubo Sugarcane Juice Shop - Gmall Toril,Fruit Shake,0.0,0,davao city davao del sur,
yzaz,,The Social Donuts - Toril,Donut,5.0,13,davao city davao del sur,
nn9n,,Better Bite BBQ House - Crossing Bayabas,Filipino,5.0,40,davao city davao del sur,
d84i,,Fire & Flavor Pizza - Central Park,Pizza,4.8,62,davao city davao del sur,
jzp5,,Jepoy's Grill House - Rasay Street,BBQ,4.9,438,davao city davao del sur,
wmfn,,Hot Pot Restaurant - Princess Perrine Suites Building,Seafood,0.0,0,davao city davao del sur,
s7hb,,Villa Carmelita - MacArthur Highway,Filipino,5.0,198,davao city davao del sur,
icv8,,Nixx Food and Drink - Bangkal,Pizza,4.0,1,davao city davao del sur,
hg69,,Cafe Predo - Toril,Ulam,0.0,0,davao city davao del sur,
jq2m,,Chick En Cheese - Panorama,Chicken,4.6,76,davao city davao del sur,
e5uy,,Wan Cha - Toril,Milk Tea,5.0,1216,davao city davao del sur,
e41t,,Take-Me-Out - Central Park,Ulam,0.0,0,davao city davao del sur,
p80w,,Pizza Corp Davao - El Rio,Pizza,0.0,0,davao city davao del sur,
e9ml,,Chilla Chamoy Gummies - Buhangin,Milk Tea,4.9,20,davao city davao del sur,
z9nu,,Angkol'z Sisig House - Maa Davao City,Sisig,5.0,11,davao city davao del sur,
pj3d,,Asian Republic Dimsum House - Bangkal,Siomai,4.8,25,davao city davao del sur,
hw13,,Chef Jhang Sizzling Steakhouse - Toril,Ulam,0.0,0,davao city davao del sur,
s9fu,,Ike Super Lapaz Batchoy - Toril,Soups,4.9,271,davao city davao del sur,
vels,,Sugar Cafe - Solariega Subdivision,Milk Tea,5.0,24,davao city davao del sur,
zs46,,HITOLICIOUS RESTAURANT - Bangkal,Fried Chicken,5.0,123,davao city davao del sur,
xqfl,,Auntie's Cafe,Coffee,5.0,16,davao city davao del sur,
s6yh,,Azon's Boneless Lechon - Bangkal,Lechon,4.6,74,davao city davao del sur,
f6y0,,Jenny’s Snack Corner - Flores Street,Fast Food,4.8,282,davao city davao del sur,
yhqw,,Fries b4 Guys - Buhangin,Chicken,4.6,52,davao city davao del sur,
sw7n,,Halo Delight - Maa,Halo-Halo,5.0,423,davao city davao del sur,
mwzq,,Kuya Alot Kitchenette - Felcris Supermarket Inc.,Bulalo,4.7,15,davao city davao del sur,
e0wf,,Ochado - Toril,Ulam,4.9,51,davao city davao del sur,
qz48,,We Got Cha - Toril,Milk Tea,5.0,1542,davao city davao del sur,
g07a,,King Corndog - Bago Aplaya,Fast Food,4.9,41,davao city davao del sur,
w9zo,,Johnn Lemon - Gaisano Mall of Toril,Beverages,5.0,73,davao city davao del sur,
s5vq,,Dunkin' Donuts - Maa,Donut,5.0,2695,davao city davao del sur,
s2xv,,Wing Master Silog - Toril Davao,Filipino,4.9,772,davao city davao del sur,
vkgk,,Bubble Black Milk Tea - Bangkal,Milk Tea,5.0,671,davao city davao del sur,
t1kh,,Chick Out - Buhangin,Chicken Wings,4.8,238,davao city davao del sur,
m15t,,Vanitea Cafe - Rasay Street,Coffee,5.0,536,davao city davao del sur,
mn5y,,Lemon Ta Tea - El Rio,Milk Tea,5.0,347,davao city davao del sur,
zz04,,b.a.kaefei - Bangkal Street,Chicken,5.0,432,davao city davao del sur,
ka5r,,Snack Attack - Tigatto,Fast Food,4.7,22,davao city davao del sur,
mfso,,Oh! Me Let - Buhangin,Filipino,5.0,66,davao city davao del sur,
kdmo,,Fruits-in-Cup - Ulas,Snacks,4.9,24,davao city davao del sur,
qg18,,Mr. Moussetache Milk Tea House - Bangkal,Milk Tea,4.8,40,davao city davao del sur,
ei84,,Spicy Kitchen,Ulam,0.0,0,davao city davao del sur,
sj7e,,Pansititoy - Talomo,Asian,5.0,38,davao city davao del sur,
p29x,,Wings-in-The-Box - Emily Home Cabantian,Chicken,5.0,723,davao city davao del sur,
uwv5,,b.a. kafei - Talomo,Coffee,4.9,14,davao city davao del sur,
jmis,,Kofi Gram - Bangkal,Coffee,5.0,1205,davao city davao del sur,
xaxu,,Arhy's Kitchenette and Catering Services - Panorama,Japanese,5.0,1492,davao city davao del sur,
bwtm,,Got Cha Milktea Station - De Guzman St.,Milk Tea,4.9,106,davao city davao del sur,
nfok,,MNKY BEAN  - Central Park,Coffee,0.0,0,davao city davao del sur,
gweo,,SunRice - Buhangin,Chicken,4.6,28,davao city davao del sur,
db56,,Mang Danny's Famous Ice Cream-Maa,Ice Cream,0.0,0,davao city davao del sur,
f0f8,,Stella's Cuisine - Libby Road,Filipino,5.0,361,davao city davao del sur,
r0hm,,Aum Veggieballs,Ulam,4.4,107,davao city davao del sur,
u4xg,,Eastone Coffee & Tea - El Rio,Coffee,0.0,0,davao city davao del sur,
hjho,,The Cafeteria by Deliqueen,Kare Kare,4.9,32,davao city davao del sur,
zolz,,Don Benito's - Bangkal Davao,Cakes,5.0,115,davao city davao del sur,
